Orig.Row,Sample,Water Type,PhreeqC (1= yes),pH,TDS (mg/L),Alk. (ueq/L),DICcalc (umol/L),DICexp (umol/L),Cl (umol/l),SO4 (umol/l),F (umol/l),Br (umol/l),Ca (umol/l),Mg (umol/l),Na (umol/l),K (umol/l),Si (umol/l),Al (umol/l),Ba (umol/l),Sr (umol/l),Fe (umol/l),Mn (umol/l),Calcite,± Calcite,Gypsum,± Gypsum,log PCO2,± lgPCO2,Alk* ueq/L,± Alk*,DICcalc* umol/L,± DIC*,DICexp* umol/L,SO4* (umol/l),Ca* (umol/l),Mg* (umol/l),Na* (umol/l),K* (umol/l),SO4* (ueq/l),Ca* (ueq/l),Mg* (ueq/l),Ca*+Mg* (ueq/l),(Ca+Mg-SO4)* (umol/l),(HCO3+SO4)* ueq/L,Na*+K* (umol/l),SumCat* ueq/L,Calcite*,± Calcite*,Gypsum*,± Gypsum*,log PCO2*,± lgPCO2*
1084,18A-W170- r1084,6.1,,,2.04,,,,,,,,22.00109786,8.2,4.299956981,5.100039132,11,599.9888815,12.00113597,48,0.700025069,,,,,,,,,,,,,,22.00,8.20,4.30,5.10,,44.00,16.40,60.40,,,9.40,69.80,,,,,,
1085,18A-W172- r1085,6.1,,,4.45,,,,,9.999333777,,,35.00174659,12,8.699912962,10.00007673,20,1899.964791,25.00236661,76,1.100039395,,,,,,,,,,,,,10.00,35.00,12.00,8.70,10.00,20.00,70.00,24.00,94.00,37.00,,18.70,112.70,,,,,,
1086,18A-W173- r1086,6.1,,,3.62,,,,,7.899473684,,,30.00149708,8.2,8.699912962,7.700059082,16,99.99814691,19.00179863,68,,,,,,,,,,,,,,7.90,30.00,8.20,8.70,7.70,15.80,60.00,16.40,76.40,30.30,,16.40,92.80,,,,,,
1087,18A-W174- r1087,6.1,,,3.73,,,,,7.499500333,,,30.00149708,8.2,8.699912962,10.00007673,17,2399.955526,22.00208262,63,1.600057301,,,,,,,,,,,,,7.50,30.00,8.20,8.70,10.00,15.00,60.00,16.40,76.40,30.70,,18.70,95.10,,,,,,
1088,18A-W175- r1088,6.1,,,3.82,,,,,8.9994004,,,30.00149708,8.2,8.699912962,10.00007673,16,2099.961085,20.00189329,60,1.300046557,,,,,,,,,,,,,9.00,30.00,8.20,8.70,10.00,18.00,60.00,16.40,76.40,29.20,,18.70,95.10,,,,,,
1089,18A-W176- r1089,6.1,,,4.07,,,,,7.499500333,,,30.00149708,12,8.699912962,10.00007673,21,5899.890668,34.0032186,64,3.800136091,,,,,,,,,,,,,7.50,30.00,12.00,8.70,10.00,15.00,60.00,24.00,84.00,34.50,,18.70,102.70,,,,,,
1090,18A-W177- r1090,6.1,,,3.74,,,,,8.9994004,,,27.00134737,8.2,12.99986994,10.00007673,15,2099.961085,11.00104131,49,1.000035813,,,,,,,,,,,,,9.00,27.00,8.20,13.00,10.00,18.00,54.00,16.40,70.40,26.20,,23.00,93.40,,,,,,
1091,18A-W178- r1091,6.1,,,5.25,,,,,10.99926716,,,32.00159689,8.2,34.99964985,18.00013811,20,1499.972204,8.000757316,51,0.600021488,,,,,,,,,,,,,11.00,32.00,8.20,35.00,18.00,22.00,64.00,16.40,80.40,29.20,,53.00,133.40,,,,,,
1092,18A-W179- r1092,6.1,,,5.96,,,,,10.99926716,,,35.00174659,12,34.99964985,20.00015346,27,6299.883256,23.00217728,56,3.200114603,,,,,,,,,,,,,11.00,35.00,12.00,35.00,20.00,22.00,70.00,24.00,94.00,36.00,,55.00,149.00,,,,,,
1093,18A-W180- r1093,6.1,,,5.21,,,,,9.999333777,,,32.00159689,8.2,34.99964985,18.00013811,21,1199.977763,8.000757316,54,0.500017907,,,,,,,,,,,,,10.00,32.00,8.20,35.00,18.00,20.00,64.00,16.40,80.40,30.20,,53.00,133.40,,,,,,
1094,18A-W182- r1094,5,1,6.38,13.43,64.99846828,128.312338,164.8488885,,19.99885178,,,27.00024872,15.99554057,8.700068791,7.699342318,23.00160412,8.900081986,0.050000461,0.072000663,8.105775403,,-4.761615797,0.166858283,-4.709174285,0.085841658,-2.995455926,0.233536976,65.00,9.10,128.31,46.11,,20.00,27.00,16.00,8.70,7.70,40.00,54.00,31.99,85.99,23.00,105.00,16.40,102.39,-4.65,0.17,-4.71,0.09,-2.88,0.23
1095,18A-W198- r1095,5,1,6.41,7.14,40.99880502,96.56098168,99.90841728,,,,,15.00005446,4.098834396,,2.599763416,7.800500473,1.100003994,0.012000044,0.03300012,1.305326017,,-5.079138616,0.19288907,,,-3.129734742,0.207214532,41.00,5.74,96.56,28.16,,,15.00,4.10,,2.60,,30.00,8.20,38.20,,,,38.20,-5.06,0.19,,,-3.11,0.21
1096,18A-W202- r1096,5,1,6.52,9.12,60.99833999,115.9704442,131.8791108,,,,,20.00011127,8.197684633,,5.099545787,13.00085925,3.300018359,0.023000128,0.048000267,3.204262853,,-4.707051376,0.185912366,,,-3.099017911,0.214295162,61.00,8.54,115.97,32.32,,,20.00,8.20,,5.10,,40.00,16.40,56.40,,,,56.40,-4.66,0.19,,,-3.05,0.21
1097,18A-W205- r1097,6.1,,,1.39,,,,,,,,15.00074854,4.1,,5.100039132,8.2,699.9870284,11.00104131,38,0.700025069,,,,,,,,,,,,,,15.00,4.10,,5.10,,30.00,8.20,38.20,,,,38.20,,,,,,
1098,18A-W203- r1098,6.1,,,1.40,,,,,,,,15.00074854,4.1,,2.60001995,10,2499.953673,15.00141997,34,1.700060883,,,,,,,,,,,,,,15.00,4.10,,2.60,,30.00,8.20,38.20,,,,38.20,,,,,,
1099,18A-W206- r1099,6.1,,,1.92,,,,,,,,20.00099805,8.2,,5.100039132,12,1499.972204,15.00141997,41,0.900032232,,,,,,,,,,,,,,20.00,8.20,,5.10,,40.00,16.40,56.40,,,,56.40,,,,,,
1100,18A-W207- r1100,6.1,,,2.47,,,,,5.699620253,,,20.00099805,8.2,,5.100039132,12,1399.974057,15.00141997,41,0.800028651,,,,,,,,,,,,,5.70,20.00,8.20,,5.10,11.40,40.00,16.40,56.40,22.50,,,56.40,,,,,,
1101,18A-W208- r1101,6.1,,,4.79,,,,,9.999333777,,,45.00224562,12,8.699912962,10.00007673,19,1699.968498,24.00227195,110,1.300046557,,,,,,,,,,,,,10.00,45.00,12.00,8.70,10.00,20.00,90.00,24.00,114.00,47.00,,18.70,132.70,,,,,,
1102,18A-W209- r1102,6.1,,,4.80,,,,,11.99920053,,,42.00209591,12,8.699912962,10.00007673,18,1599.970351,22.00208262,98,1.200042976,,,,,,,,,,,,,12.00,42.00,12.00,8.70,10.00,24.00,84.00,24.00,108.00,42.00,,18.70,126.70,,,,,,
1103,18A-W214- r1103,6.1,,,4.77,,,,,14.99900067,,,37.0018464,12,8.699912962,10.00007673,16,299.9944407,18.00170396,79,0.300010744,,,,,,,,,,,,,15.00,37.00,12.00,8.70,10.00,30.00,74.00,24.00,98.00,34.00,,18.70,116.70,,,,,,
1104,18A-W213- r1104,6.1,,,4.46,,,,,12.99913391,,,35.00174659,8.2,8.699912962,10.00007673,17,499.9907346,9.500899313,64,0.300010744,,,,,,,,,,,,,13.00,35.00,8.20,8.70,10.00,26.00,70.00,16.40,86.40,30.20,,18.70,105.10,,,,,,
1105,18A-W212- r1105,6.1,,,7.89,,,,,21.99853431,,,50.00249513,12,38.99960983,23.00017648,28,3499.935142,15.00141997,78,1.300046557,,,,,,,,,,,,,22.00,50.00,12.00,39.00,23.00,44.00,100.00,24.00,124.00,40.00,,62.00,186.00,,,,,,
1106,18A-W211- r1106,6.1,,,8.57,,,,,20.99860093,,,52.00259494,16,38.99960983,26.0001995,36,9299.827663,33.00312393,82,4.50016116,,,,,,,,,,,,,21.00,52.00,16.00,39.00,26.00,42.00,104.01,32.00,136.01,47.00,,65.00,201.00,,,,,,
1107,18A-W210- r1107,6.1,,,8.62,,,,,18.99873418,,,50.00249513,16,34.99964985,26.0001995,43,16999.68498,59.00558521,88,9.000322321,,,,,,,,,,,,,19.00,50.00,16.00,35.00,26.00,38.00,100.00,32.00,132.00,47.00,,61.00,193.00,,,,,,
1108,18A-W216- r1108,5,1,6.68,7.67,56.99841474,97.5263777,99.90841728,,,,,17.00008441,8.197679729,,5.099542736,11.00072047,0.900004469,0.01200006,0.048000238,1.203128038,,-4.611817085,0.195034898,,,-3.255838711,0.205026265,57.00,7.98,97.53,20.91,,,17.00,8.20,,5.10,,34.00,16.40,50.40,,,,50.40,-4.59,0.20,,,-3.24,0.21
1109,18A-W231- r1109,5,1,6.44,5.85,35.99893763,76.08749738,83.92307052,,,,,12.0000392,4.098832902,,2.599762469,8.500542289,2.200007186,0.015000049,0.032000105,1.505000123,,-5.230941443,0.184695615,,,-3.245630292,0.215499759,36.00,5.04,76.09,23.06,,,12.00,4.10,,2.60,,24.00,8.20,32.20,,,,32.20,-5.18,0.18,,,-3.19,0.22
1110,18A-W242- r1110,5,1,7.01,8.73,84.99786296,96.93196073,115.893764,,,,,27.00020615,8.197701617,8.700055074,5.099556352,18.00122702,4.100031305,0.025000191,0.078000596,2.501746391,,-3.973056907,0.188836138,,,-3.474491932,0.211270115,85.00,11.90,96.93,16.18,,,27.00,8.20,8.70,5.10,,54.00,16.40,70.40,,,13.80,84.20,-3.90,0.19,,,-3.40,0.21
1111,18A-W245- r1111,5,1,6.85,8.81,75.99802239,105.1636488,115.893764,,,,,25.00016889,8.197694406,4.300023438,5.099551866,14.00094203,2.400016213,0.020000135,0.067000453,2.702263843,,-4.181007824,0.190964371,,,-3.328324129,0.209135783,76.00,10.64,105.16,19.03,,,25.00,8.20,4.30,5.10,,50.00,16.40,66.40,,,9.40,75.80,-4.14,0.19,,,-3.29,0.21
1112,18A-W169- r1112,7.3,,,5.42,,,,,8.499433711,,,32.00159689,16,8.699912962,10.00007673,39,13999.74057,58.00549054,66,7.900282926,,,,,,,,,,,,,8.50,32.00,16.00,8.70,10.00,17.00,64.00,32.00,96.00,39.50,,18.70,114.70,,,,,,
1113,18A-W204- r1113,7.3,,,3.79,,,,,7.299513658,,,22.00109786,8.2,8.699912962,7.700059082,25,4799.911052,24.00227195,47,2.300082371,,,,,,,,,,,,,7.30,22.00,8.20,8.70,7.70,14.60,44.00,16.40,60.40,22.90,,16.40,76.80,,,,,,
1114,18A-W152- r1114,6.1,,,9.54,,,,17.00,27.99813458,,,60.00299416,12,51.99947977,25.00019183,23,499.9907346,8.700823582,87,0.200007163,,,,,,,,,,,,,27.12,59.68,10.35,37.41,24.68,54.24,119.37,20.69,140.06,42.91,,62.10,202.15,,,,,,
1115,18Ab-W23- r1115,3,,,3.41,,55.94871368,55.94871368,,,,,,,,,,,,,0.100003581,,,,,,,,,,55.95,2.80,,,,,,,,,,,,,,,,,,,,
1116,18Ab-W41- r1116,3,,,3.30,,52.95146116,52.95146116,,,,,,,,,1.1,99.99814691,4.400416524,,,,,,,,,,,,52.95,2.65,,,,,,,,,,,,,,,,,,,,
1117,18Ab-W88- r1117,3,,,3.70,,59.94505037,59.94505037,,,,,,,,,0.7,499.9907346,10.00094665,,0.100003581,,,,,,,,,,59.95,3.00,,,,,,,,,,,,,,,,,,,,
1118,18Ab-W99- r1118,3,,,2.72,,43.95970361,43.95970361,,,,,,,,,0.7,99.99814691,,,,,,,,,,,,,43.96,2.20,,,,,,,,,,,,,,,,,,,,
1119,18Ab-W03- r1119,3,,,4.86,,62.94230289,62.94230289,,,,,7.50037427,,,,12,4899.909199,16.00151463,11,3.00010744,,,,,,,,,,62.94,3.15,,,7.50,,,,,15.00,,,,,,,,,,,,
1120,18Ab-W22- r1120,3,,,4.96,,67.93772375,67.93772375,,,,,7.50037427,,,2.60001995,6.8,1999.962938,9.500899313,14,0.600021488,,,,,,,,,,67.94,3.40,,,7.50,,,2.60,,15.00,,,,,,,,,,,,
1121,18Ab-W42- r1121,3,,,5.41,,73.93222879,73.93222879,,,,,7.50037427,,,2.60001995,8.2,2199.959232,12.00113597,15,0.800028651,,,,,,,,,,73.93,3.70,,,7.50,,,2.60,,15.00,,,,,,,,,,,,
1122,18Ab-W64- r1122,3,,,6.02,,83.92307052,83.92307052,,,,,5.000249513,,,2.60001995,10,4099.924023,16.00151463,14,1.400050139,,,,,,,,,,83.92,4.20,,,5.00,,,2.60,,10.00,,,,,,,,,,,,
1123,18Ab-W87- r1123,3,,,7.41,,92.91482807,92.91482807,,,,,20.00099805,4.1,,7.700059082,8.9,899.9833222,18.00170396,31,0.500017907,,,,,,,,,,92.91,4.65,,,20.00,4.10,,7.70,,40.00,8.20,48.20,,,,48.20,,,,,,
1124,18Ab-W100- r1124,3,,,4.87,,64.94047123,64.94047123,,,,,10.00049903,,,2.60001995,6.8,1799.966644,11.00104131,15,0.800028651,,,,,,,,,,64.94,3.25,,,10.00,,,2.60,,20.00,,,,,,,,,,,,
1125,18Ab-W138 (Q)- r1125,3,,,4.40,,68.93680793,68.93680793,,,,,,,,,3.2,1399.974057,8.000757316,,0.700025069,,,,,,,,,,68.94,3.45,,,,,,,,,,,,,,,,,,,,
1126,18Ab-W154 (Q)- r1126,3,,,3.80,,61.94321872,61.94321872,,,,,,,,,0.4,99.99814691,,,0.100003581,,,,,,,,,,61.94,3.10,,,,,,,,,,,,,,,,,,,,
1127,18Ab-W167 (Q)- r1127,3,,,3.68,,59.94505037,59.94505037,,,,,,,,,0.4,199.9962938,,,0.100003581,,,,,,,,,,59.95,3.00,,,,,,,,,,,,,,,,,,,,
1128,18Ab-W181 (Q)- r1128,3,,,4.46,,69.9358921,69.9358921,,,,,,,,,3.2,1099.979616,5.100482789,,0.400014325,,,,,,,,,,69.94,3.50,,,,,,,,,,,,,,,,,,,,
1129,18Ab-W195 (Q)- r1129,3,,,3.94,,63.94138706,63.94138706,,,,,,,,,0.7,99.99814691,,,,,,,,,,,,,63.94,3.20,,,,,,,,,,,,,,,,,,,,
1130,18Ab-W197 (Q)- r1130,3,,,3.33,,53.95054533,53.95054533,,,,,,,,,0.7,99.99814691,3.600340792,,,,,,,,,,,,53.95,2.70,,,,,,,,,,,,,,,,,,,,
1131,18Ab-W201 (Q)- r1131,3,,,3.66,,57.94688202,57.94688202,,,,,,,,,2.1,499.9907346,4.400416524,,0.200007163,,,,,,,,,,57.95,2.90,,,,,,,,,,,,,,,,,,,,
1132,18Ab-W215 (Q)- r1132,3,,,3.64,,57.94688202,57.94688202,,,,,,,,,1.8,199.9962938,3.600340792,,0.100003581,,,,,,,,,,57.95,2.90,,,,,,,,,,,,,,,,,,,,
1133,18Ab-W230 (Q)- r1133,3,,,2.91,,46.95695612,46.95695612,,,,,,,,,0.7,99.99814691,5.100482789,,,,,,,,,,,,46.96,2.35,,,,,,,,,,,,,,,,,,,,
1134,18Ab-W243 (Q)- r1134,3,,,3.52,,56.94779785,56.94779785,,,,,,,,,0.7,99.99814691,,,,,,,,,,,,,56.95,2.85,,,,,,,,,,,,,,,,,,,,
1135,18Ab-W244 (V)- r1135,3,,,2.71,,43.95970361,43.95970361,,,,,,,,,0.4,99.99814691,4.400416524,,,,,,,,,,,,43.96,2.20,,,,,,,,,,,,,,,,,,,,
1136,18Ab-W246 (W)- r1136,3,,,3.71,,58.9459662,58.9459662,,,,,,,,,1.8,299.9944407,5.100482789,,0.100003581,,,,,,,,,,58.95,2.95,,,,,,,,,,,,,,,,,,,,
1137,18Ab-W247 (X)- r1137,3,,,3.38,,53.95054533,53.95054533,,,,,,,,,1.4,199.9962938,5.800549054,,0.100003581,,,,,,,,,,53.95,2.70,,,,,,,,,,,,,,,,,,,,
1138,18Ab-W248 (Y)- r1138,3,,,3.27,,52.95146116,52.95146116,,,,,,,,,0.7,99.99814691,4.400416524,,,,,,,,,,,,52.95,2.65,,,,,,,,,,,,,,,,,,,,
1139,18Ab-W111- r1139,3,,,9.72,,85.92123886,85.92123886,22.00,16.99886742,,,20.00099805,8.2,16.99982993,5.100039132,7.8,999.9814691,2.500236661,34,0.800028651,,,,,,,,,,85.84,4.30,85.84,15.86,19.59,6.06,0.00,4.69,31.72,39.17,12.12,51.29,9.78,,4.69,55.98,,,,,,
1140,18Ab-W124- r1140,3,,,12.28,,157.8552993,157.8552993,,,,,30.00149708,8.2,4.299956981,7.700059082,14,899.9833222,20.00189329,45,0.600021488,,,,,,,,,,157.86,7.89,,,30.00,8.20,4.30,7.70,,60.00,16.40,76.40,,,12.00,88.40,,,,,,
1141,18Ab-W249- r1141,3,,,4.75,,67.93772375,67.93772375,,,,,7.50037427,,,,5,1499.972204,8.000757316,11,0.800028651,,,,,,,,,,67.94,3.40,,,7.50,,,,,15.00,,,,,,,,,,,,
1149,19D-WR 8-2- r1149,6.1,1,6.51,4.13,14.29957247,30.93858943,,2.450007054,6.749569734,,,15.75004535,5.09854627,4.200006613,4.699568797,8.320527584,,,0.017000049,,,-5.374701925,0.195600393,-5.394496632,0.0864462,-3.657822496,0.204416353,14.29,2.00,30.93,7.91,,6.62,15.70,4.86,2.10,4.65,13.25,31.41,9.72,41.13,13.94,27.53,6.75,47.88,-5.38,0.20,-5.40,0.09,-3.66,0.20
1150,19D-WR 10-2- r1150,6.1,1,7.04,8.86,61.89842833,81.15184738,,2.900021421,9.999407637,,,33.9002504,8.947489173,9.700058991,10.39909272,11.98081367,,,0.020000148,,,-3.859248456,0.199487715,-4.91344807,0.086416151,-3.553843659,0.200510479,61.89,8.67,81.14,11.35,,9.85,33.85,8.67,7.21,10.34,19.70,67.69,17.33,85.02,32.66,81.58,17.56,102.58,-3.86,0.20,-4.92,0.09,-3.55,0.20
1151,19D-WR 11-2- r1151,6.1,1,7.07,8.38,53.6986198,69.7467649,,4.650032898,10.64936581,,,29.80021083,8.697556597,16.15009318,12.34891876,12.32083292,,,0.025000177,,,-3.963606164,0.199448982,-4.937856642,0.086353874,-3.649710699,0.200549475,53.68,7.52,69.73,9.75,,10.41,29.71,8.24,12.16,12.26,20.82,59.43,16.49,75.92,27.55,74.50,24.42,100.34,-3.96,0.20,-4.95,0.09,-3.65,0.20
1152,19D-WR 6-2- r1152,6.1,1,7.14,10.46,65.59844215,81.21575847,,4.400039729,14.44916777,,,35.60032144,8.847531761,28.50022014,17.49850207,17.64122707,,,0.036000325,,,-3.695453972,0.199477977,-4.740219001,0.086164156,-3.624164261,0.200517392,65.58,9.18,81.20,11.36,,14.22,35.52,8.42,24.72,17.42,28.44,71.03,16.84,87.87,29.72,94.02,42.14,130.01,-3.70,0.20,-4.75,0.09,-3.62,0.20
1153,19D-WR 2-2- r1153,6.1,1,7.09,11.06,68.7983934,87.91930768,,4.650043827,15.34912202,,,37.4003525,9.147451715,29.15023671,17.9984664,17.31121097,,,0.048000452,,,-3.727948691,0.199517806,-4.68992717,0.086128625,-3.559672365,0.200478589,68.78,9.63,87.90,12.30,,15.11,37.31,8.69,25.16,17.91,30.22,74.63,17.39,92.02,30.90,99.00,43.07,135.09,-3.73,0.20,-4.70,0.09,-3.56,0.20
1154,19D-WR-KISS-2- r1154,6.1,1,7.19,10.87,71.49833277,87.02455589,,4.550043038,13.89920542,,,37.45035424,9.097465947,29.30023891,18.19844997,17.31121155,,,0.039000369,,,-3.602118055,0.199507637,-4.733626642,0.086220531,-3.641007232,0.200486101,71.48,10.01,87.01,12.18,,13.66,37.36,8.65,25.40,18.11,27.33,74.73,17.31,92.04,32.36,98.81,43.51,135.55,-3.60,0.20,-4.74,0.09,-3.64,0.20
1155,19H-128.4- r1155,6.1,1,8.98,41.85,271.8023147,259.2674906,,30.9812793,114.7851803,2.110042704,,174.632211,49.30783565,53.84215302,36.78803784,53.66546413,,,,,,-0.637105709,0.182247703,-3.225472077,0.083444342,-4.892922164,0.216387851,271.67,38.05,259.15,36.96,,113.18,174.05,46.29,27.26,36.21,226.37,348.10,92.58,440.68,107.16,498.04,63.47,504.15,-0.63,0.18,-3.23,0.08,-4.89,0.22
1156,19H-135.4- r1156,6.1,1,7.88,27.97,200.0087865,205.5254741,,20.05053555,59.3166443,0.930005262,,107.5078715,30.6269975,41.04104264,26.67818799,36.01314166,0.553348113,,,,,-2.031815681,0.198550279,-3.690335059,0.084729088,-3.894169343,0.201350608,199.92,28.00,205.45,29.14,,58.28,107.13,28.68,23.84,26.30,116.56,214.26,57.35,271.61,77.53,316.48,50.14,321.75,-2.03,0.20,-3.70,0.08,-3.89,0.20
1157,19H-140.8- r1157,6.1,1,8.35,28.25,256.4886724,252.0395871,,37.10102402,37.59790649,1.220007988,,63.10174166,20.78958644,56.16147682,38.58741349,38.86342494,1.353370688,,,,,-1.688724409,0.196068072,-4.108232907,0.085444977,-4.26424339,0.203557372,256.33,35.91,251.90,36.18,,35.68,62.40,17.18,24.33,37.89,71.36,124.81,34.36,159.16,43.90,327.69,62.22,221.38,-1.68,0.20,-4.13,0.09,-4.25,0.20
1158,19H-145.4- r1158,6.1,1,7.9,35.48,286.1903237,296.8281161,,19.94067614,58.8220957,1.530019666,,126.019273,36.7056735,64.46210164,39.3776089,38.47363322,,,,,,-1.787882098,0.198526218,-3.634682401,0.084946218,-3.754859403,0.201327267,286.11,40.07,296.75,41.60,,57.79,125.64,34.76,47.35,39.00,115.58,251.29,69.53,320.82,102.62,401.69,86.36,407.17,-1.79,0.20,-3.64,0.08,-3.75,0.20
1159,19H-148.4- r1159,6.1,1,7.72,26.02,203.97839,208.3256888,,14.87037003,44.4274055,1.080004136,,91.97228864,26.03814896,46.21108961,30.19789379,35.63304345,1.863379702,,,,,-2.257042033,0.198916313,-3.87634286,0.085217191,-3.735200813,0.201015078,203.92,28.56,208.27,30.29,,43.66,91.69,24.59,33.45,29.92,87.32,183.38,49.18,232.57,72.62,291.23,63.37,295.94,-2.24,0.20,-3.88,0.09,-3.72,0.20
1160,19H-153.4- r1160,6.1,1,7.85,36.89,260.72071,268.993459,,24.90088398,80.66114585,3.14004537,,131.409665,26.12340393,88.11301302,48.68712112,37.0035533,0.676690689,,,,,-1.867065799,0.19866152,-3.482866183,0.084201492,-3.749882478,0.201221443,260.61,36.50,268.90,38.09,,79.37,130.94,23.70,66.75,48.22,158.75,261.88,47.40,309.28,75.27,419.36,114.97,424.25,-1.86,0.20,-3.49,0.08,-3.74,0.20
1161,19H-160.4- r1161,6.1,1,7.8,29.35,222.4291794,215.6957456,,18.24053057,61.02669268,1.900015264,,110.0282005,21.45944393,67.06186316,38.0575056,31.512824,4.206789032,,,,,-2.084970688,0.198681611,-3.66889833,0.084683007,-3.796746651,0.201233899,222.35,31.14,215.63,32.69,,60.08,109.68,19.68,51.41,37.72,120.17,219.37,39.37,258.74,69.29,342.52,89.13,347.86,-2.05,0.20,-3.68,0.08,-3.76,0.20
1162,19H-165.4- r1162,6.1,1,7.64,18.90,145.8178269,152.9570504,,14.58026061,29.63306173,1.179996247,,61.57610062,12.0317499,49.13081406,25.39805051,24.13189197,0.833348229,,,,,-2.640981614,0.19909759,-4.209639254,0.085615968,-3.79266665,0.200859243,145.76,20.41,152.90,21.93,,28.88,61.30,10.61,36.62,25.13,57.76,122.60,21.23,143.83,43.03,203.51,61.75,205.57,-2.63,0.20,-4.22,0.09,-3.78,0.20
1163,19H-171.4- r1163,6.1,1,8.01,17.36,143.1377112,144.8498249,,12.9502174,23.87341251,1.069995437,,51.27086069,10.44216793,55.46085866,28.04781663,20.24156497,0.520008729,,,,,-2.354689517,0.198177201,-4.378781749,0.085851539,-4.168746749,0.201719577,143.08,20.04,144.80,20.62,,23.20,51.03,9.18,44.35,27.81,46.41,102.05,18.36,120.42,37.00,189.49,72.15,192.57,-2.35,0.20,-4.39,0.09,-4.16,0.20
1164,19H-174.7- r1164,6.1,1,7.63,11.28,87.42806861,91.19991521,,18.68019962,12.35410312,1.309986417,,29.17531177,6.853099516,44.83042056,16.95857639,15.05107184,0.660007053,,,,,-3.188888516,0.199028768,-4.893740585,0.086314899,-4.005841102,0.200944744,87.35,12.24,91.13,13.17,,11.39,28.82,5.03,28.80,16.61,22.78,57.65,10.07,67.72,22.47,110.12,45.41,113.13,-3.18,0.20,-4.93,0.09,-3.99,0.20
1165,19H-178.4- r1165,6.1,1,8.41,15.85,148.2176771,120.2910035,,7.250124012,22.60350413,1.429994352,,43.88075057,9.867326973,65.73103855,29.847686,24.85192931,6.926785148,,,,,-2.095285644,0.195227229,-4.467374472,0.08587555,-4.642847045,0.204554138,148.19,20.75,120.26,20.85,,22.23,43.74,9.16,59.51,29.71,44.46,87.49,18.32,105.81,30.68,192.64,89.22,195.03,-2.01,0.20,-4.48,0.09,-4.55,0.20
1166,19H-183.4- r1166,6.1,1,9.18,15.83,159.9276308,119.3299497,,6.24011209,18.8287701,1.539995243,,41.59574717,10.1522585,66.15110194,37.56711977,27.69217356,7.646804024,,,,,-1.365240782,0.174179032,-4.571746783,0.08609092,-5.427683837,0.224706473,159.90,22.39,119.31,21.50,,18.51,41.48,9.54,60.80,37.45,37.01,82.96,19.09,102.05,32.52,196.91,98.25,200.29,-1.27,0.17,-4.58,0.09,-5.33,0.22
1167,19H-186.4- r1167,6.1,1,8.33,13.51,119.0976449,119.5423242,,6.340082439,13.39405866,0.919992593,,32.66542475,7.277998551,50.78059403,24.60799127,19.75145233,,,,,,-2.301422925,0.196206513,-4.814021039,0.086301007,-4.565104489,0.203606817,119.07,16.67,119.52,16.82,,13.07,32.55,6.66,45.34,24.49,26.13,65.09,13.32,78.41,26.14,145.20,69.83,148.24,-2.30,0.20,-4.83,0.09,-4.56,0.20
1168,19H-189.4- r1168,6.1,,8.76,5.59,,,,3.48,11.84901316,0.94,,30.16650531,6.735,47.49952479,20.29015569,17.79,46602.46973,,,,,,,,,,,,,,,,11.67,30.10,6.40,44.51,20.23,23.34,60.20,12.79,72.99,24.83,,64.74,137.73,,,,,,
1169,19H-191.4- r1169,6.1,1,9.24,12.36,124.2276627,94.49091584,,4.050056549,15.56392109,0.97999305,,37.72052668,7.992809651,48.82061796,22.09821735,21.41159495,5.030070233,,,,,-1.447256902,0.17003586,-4.690035305,0.086189443,-5.590716316,0.228950405,124.21,17.39,94.48,16.60,,15.35,37.64,7.60,45.35,22.02,30.71,75.29,15.20,90.49,29.89,154.92,67.37,157.85,-1.36,0.17,-4.70,0.09,-5.50,0.23
1170,19H-196.3- r1170,6.1,1,8.58,9.94,99.52783962,76.96581668,,4.590050817,12.56409271,0.849991514,,32.76536275,6.698145067,36.56035705,16.09865478,16.29116643,5.33672575,,,,,-2.237628581,0.19262067,-4.835889992,0.086291851,-5.004958693,0.20716225,99.51,13.93,76.95,13.90,,12.33,32.68,6.25,32.62,16.01,24.65,65.36,12.50,77.86,26.60,124.16,48.63,126.50,-2.13,0.19,-4.85,0.09,-4.90,0.21
1171,19H-200.4- r1171,6.1,1,8.86,8.02,105.8479253,22.02068309,,4.830063646,19.22865194,0.97999228,,36.62048255,6.198296548,44.98053401,20.54832623,19.70145209,20.34026802,,,,,-2.456053166,0.297904496,-4.604029786,0.085860707,-5.831139169,0.298629625,105.83,14.82,22.00,14.58,,18.98,36.53,5.73,40.84,20.46,37.96,73.06,11.46,84.52,23.28,143.79,61.29,145.81,-1.79,0.30,-4.62,0.09,-5.16,0.30
1172,19H-207.4- r1172,6.1,1,9.53,10.03,128.4578413,36.70195941,,2.530040411,22.87346037,1.45999258,,44.68071366,6.938112629,52.17076522,23.92811783,22.02168466,19.65364725,,,,,-1.514487735,0.196735585,-4.450332759,0.085761668,-6.311272682,0.279900957,128.45,17.98,36.69,16.48,,22.74,44.63,6.69,50.00,23.88,45.49,89.27,13.38,102.65,28.58,173.93,73.88,176.53,-1.04,0.20,-4.46,0.09,-5.83,0.28
