Orig.Row,Sample,Water Type,PhreeqC (1= yes),pH,TDS (mg/L),Alk. (ueq/L),DICcalc (umol/L),DICexp (umol/L),Cl (umol/l),SO4 (umol/l),F (umol/l),Br (umol/l),Ca (umol/l),Mg (umol/l),Na (umol/l),K (umol/l),Si (umol/l),Al (umol/l),Ba (umol/l),Sr (umol/l),Fe (umol/l),Mn (umol/l),Calcite,± Calcite,Gypsum,± Gypsum,log PCO2,± lgPCO2,Alk* ueq/L,± Alk*,DICcalc* umol/L,± DIC*,DICexp* umol/L,SO4* (umol/l),Ca* (umol/l),Mg* (umol/l),Na* (umol/l),K* (umol/l),SO4* (ueq/l),Ca* (ueq/l),Mg* (ueq/l),Ca*+Mg* (ueq/l),(Ca+Mg-SO4)* (umol/l),(HCO3+SO4)* ueq/L,Na*+K* (umol/l),SumCat* ueq/L,Calcite*,± Calcite*,Gypsum*,± Gypsum*,log PCO2*,± lgPCO2*
648,12R- W08 - r648,6.1,1,6.36,8.73,43.79882288,79.77684174,,5.61003311,5.829645998,,,24.20014283,5.028581422,5.700026203,7.449339014,25.80171401,4.360025733,,0.03900023,1.975088659,,-4.84751037,0.172240764,-5.298514448,0.086641264,-3.101605183,0.227980337,43.77,6.13,79.76,26.16,,5.54,24.09,4.48,0.89,7.34,11.08,48.19,8.97,57.15,23.04,54.85,8.23,65.38,-4.74,0.17,-5.32,0.09,-3.00,0.23
649,12R- W33 - r649,6.1,1,6.42,10.21,58.0984677,111.4378064,,1.030006595,5.64965976,,,24.10015432,4.418755672,5.400027531,7.149369215,23.10154621,2.750017609,,0.036100231,1.353064213,,-4.615809749,0.187281054,-5.313730037,0.086660319,-2.98561435,0.212858844,58.09,8.13,111.43,30.92,,5.60,24.08,4.32,4.52,7.13,11.19,48.16,8.64,56.80,22.80,69.29,11.65,68.44,-4.57,0.19,-5.32,0.09,-2.94,0.21
650,12R- W11 - r650,6.1,1,6.16,11.23,50.29864888,131.3725794,,0.606003585,5.139687966,,,20.20011949,5.148547649,4.740021854,6.519421615,21.50142863,6.980041291,,0.048100285,4.224890271,,-5.125600444,0.170650135,-5.423206176,0.08670811,-2.855769544,0.229777905,50.30,7.04,131.37,51.53,,5.11,20.19,5.09,4.22,6.51,10.22,40.38,10.18,50.56,20.17,60.51,10.73,61.28,-5.02,0.17,-5.42,0.09,-2.75,0.23
651,12R- W34 - r651,6.1,1,6.25,11.28,54.09854517,137.3551957,,0.72900429,5.729651975,,,20.30011947,7.627848035,4.430020291,5.52950927,17.0011291,3.500020599,,0.047700281,2.052845815,,-4.943870084,0.185829856,-5.374584333,0.086656259,-2.861092922,0.214383862,54.10,7.57,137.35,45.87,,5.69,20.29,7.56,3.80,5.52,11.38,40.57,15.11,55.69,22.15,65.48,9.32,65.01,-4.89,0.19,-5.38,0.09,-2.81,0.21
652,12R- W12 - r652,6.1,1,6.54,16.23,96.69780932,191.7371741,,1.560015791,11.3993559,,,43.40043932,10.29713862,9.130080505,10.19913807,15.60110222,0.033400338,,0.101001022,0.443804404,,-4.061613229,0.199260956,-4.756170622,0.086403507,-2.860274638,0.200747866,96.69,13.54,191.73,44.40,,11.32,43.37,10.15,7.79,10.17,22.64,86.74,20.29,107.03,42.20,119.33,17.96,124.99,-4.06,0.20,-4.76,0.09,-2.86,0.20
653,12R- W35 - r653,6.1,1,6.61,12.23,79.19806478,137.6115403,,1.11000926,8.369512192,,,34.40028697,8.567603967,7.140050246,9.409188078,15.70108133,1.480012347,,0.069900583,1.065498808,,-4.18425629,0.194556889,-4.987073719,0.086542877,-3.03384243,0.205508203,79.19,11.09,137.61,30.54,,8.31,34.38,8.46,6.19,9.39,16.62,68.76,16.92,85.68,34.53,95.82,15.58,101.25,-4.16,0.19,-4.99,0.09,-3.01,0.21
654,12R- W18 - r654,6.1,1,6.72,14.21,110.997889,105.3101733,,7.19009893,13.29929691,,,44.90061779,16.09558589,19.30024037,18.39851206,41.80310541,16.2002229,,0.083301146,8.604754616,,-4.028789486,0.139090735,-4.683393916,0.086350346,-3.212270657,0.261362195,110.97,15.54,105.28,33.95,,12.93,44.77,15.40,13.13,18.26,25.85,89.53,30.79,120.32,47.23,136.82,31.39,151.72,-3.79,0.14,-4.69,0.09,-2.98,0.26
655,12R- W19 - r655,6.1,1,7.25,21.19,171.9977408,183.4297122,,3.450067767,26.1987691,1.579997769,,57.80113534,19.09487572,55.30101407,28.99782547,36.4029184,4.890096052,,0.110002161,2.241592708,,-3.056566773,0.196873271,-4.286371199,0.085822131,-3.377305349,0.20314011,171.98,24.08,183.42,28.76,,26.02,57.74,18.76,52.34,28.93,52.04,115.47,37.52,152.99,50.47,224.02,81.27,234.26,-3.01,0.20,-4.29,0.09,-3.33,0.20
656,12R- W37 - r656,6.1,1,7.02,16.63,134.9976994,136.7582796,,2.820044375,18.19907385,1.259993298,,45.40071441,16.99537273,37.80054549,24.29808297,36.80280669,9.200144769,,0.08390132,5.072439148,,-3.54628051,0.183810808,-4.542424988,0.086116136,-3.315826669,0.216330872,134.99,18.90,136.75,25.04,,18.05,45.35,16.72,35.38,24.25,36.11,90.70,33.44,124.14,44.02,171.09,59.63,183.76,-3.43,0.18,-4.55,0.09,-3.20,0.22
657,12R- W21 - r657,6.1,1,7.25,19.70,160.997782,157.6614166,,3.190060612,24.09885229,1.709996488,,57.70109635,18.1951055,53.80095204,30.29770855,39.50314159,7.490142316,,0.108002052,3.861846775,,-3.10292728,0.195145446,-4.325067794,0.085904918,-3.436686177,0.204881972,160.98,22.54,157.65,26.79,,23.93,57.64,17.88,51.06,30.24,47.87,115.28,35.77,151.05,51.59,208.85,81.30,232.35,-3.02,0.20,-4.33,0.09,-3.35,0.20
658,12R- W22 - r658,6.1,1,7.19,18.79,183.9985271,61.82394727,,11.30027993,24.09899139,2.770010298,,64.60160032,36.79031579,57.10134001,40.79714996,78.30667949,35.80088687,,0.128003171,21.60245529,,-3.535152705,0.224183555,-4.284607633,0.0860192,-3.794799587,0.27366331,183.95,25.76,61.78,31.33,,23.51,64.39,35.69,47.41,40.59,47.03,128.78,71.38,200.16,76.56,230.98,87.99,288.15,-2.98,0.22,-4.30,0.09,-3.23,0.27
659,12R- W38 - r659,6.1,1,7.13,17.73,139.9976035,162.4659735,,2.690042124,19.3990113,1.759990505,,47.60074539,14.09616101,40.80058567,24.59805743,29.20222482,2.650041498,,0.087401369,1.30224425,,-3.301125733,0.19712546,-4.497114565,0.086054385,-3.320980017,0.202890823,139.99,19.60,162.46,24.43,,19.26,47.55,13.83,38.49,24.55,38.52,95.10,27.67,122.77,42.12,178.51,63.04,185.81,-3.27,0.20,-4.50,0.09,-3.29,0.20
660,12R- W03 - r660,6.1,1,7.23,15.35,143.9975656,121.7740523,,2.190034759,15.89919305,,,44.80071104,17.5952118,28.6004166,21.79828316,39.70303326,11.40018093,,0.063101001,5.651655719,,-3.364236767,0.19028475,-4.60306687,0.086232734,-3.538317054,0.209783306,143.99,20.16,121.77,24.28,,15.79,44.76,17.38,26.72,21.76,31.57,89.52,34.76,124.28,46.36,175.56,48.48,172.76,-3.21,0.19,-4.61,0.09,-3.38,0.21
661,12R- W23 - r661,6.1,1,7.06,15.80,159.9982611,33.65460458,,9.440206819,20.99906099,1.130000965,,57.90126852,35.19063605,38.20078707,33.59755669,81.70673552,36.40079748,,0.095802099,20.00389088,,-3.939325411,0.390673121,-4.394730382,0.086089901,-3.932555256,0.391306988,159.96,22.40,33.62,28.43,,20.51,57.72,34.27,30.10,33.42,41.02,115.45,68.54,183.99,71.48,200.98,63.52,247.51,-3.16,0.39,-4.41,0.09,-3.15,0.39
662,12R- W40 - r662,6.1,1,7.13,16.45,154.9976726,117.1416819,,2.500044404,18.19911072,0.98399676,,49.5008792,21.19427246,30.0004937,25.29805533,48.30378164,15.90028241,,0.07150127,8.523365443,,-3.373799391,0.185093934,-4.517380082,0.086139677,-3.444461505,0.215005098,154.99,21.70,117.13,26.66,,18.07,49.45,20.95,27.86,25.25,36.14,98.91,41.90,140.81,52.33,191.13,53.11,193.92,-3.16,0.19,-4.52,0.09,-3.23,0.22
663,12R- W01 - r663,6.1,1,6.86,16.43,111.9979043,138.8574031,,8.110114071,18.59902243,,,49.70069905,11.49685058,34.90044534,23.29812295,31.70236477,5.310074687,,0.075801066,2.343430179,,-3.687657022,0.187888798,-4.494417086,0.086066881,-3.18749427,0.212222021,111.96,15.68,138.83,24.32,,18.18,49.55,10.71,27.94,23.15,36.36,99.10,21.41,120.51,42.08,148.32,51.09,171.60,-3.62,0.19,-4.50,0.09,-3.12,0.21
664,12R- W05 - r664,6.1,1,7.18,14.53,119.9977416,118.3852762,,2.600036289,17.99905202,0.529996238,,44.10061552,13.79621921,29.10036819,21.49826563,30.00223471,6.200086536,,0.064900906,3.10201025,,-3.417787334,0.193651853,-4.557796969,0.086079828,-3.501321844,0.206389145,119.99,16.80,118.38,20.53,,17.86,44.05,13.54,26.87,21.45,35.73,88.10,27.09,115.19,39.73,155.72,48.32,163.51,-3.32,0.19,-4.56,0.09,-3.41,0.21
665,12R- W09 - r665,6.1,1,6.82,22.81,226.9988637,115.4079032,,9.230256333,20.9991841,1.13000759,,59.50165242,42.4889432,39.2010375,36.19757984,103.0090955,49.30136915,,0.109003027,28.40435496,,-3.757769483,0.181558673,-4.383054279,0.086184584,-3.244747198,0.350326223,226.96,31.78,115.37,58.49,,20.52,59.33,41.59,31.28,36.02,41.04,118.66,83.18,201.84,80.40,268.00,67.31,269.14,-3.29,0.18,-4.39,0.09,-2.77,0.35
666,12R- W13 - r666,6.1,1,7,18.43,179.9984742,57.9697588,,10.80026245,24.49896308,0.822002668,,63.10153338,38.98971843,44.90103251,36.1974542,83.50708366,38.50093558,,0.108002624,22.30369722,,-3.769459335,0.25570718,-4.291902213,0.08598532,-3.66063337,0.330280109,179.95,25.20,57.93,33.27,,23.94,62.90,37.94,35.63,36.00,47.88,125.80,75.88,201.67,76.90,227.83,71.63,273.30,-3.16,0.26,-4.30,0.09,-3.05,0.33
667,12R- W14 - r667,6.1,1,7,20.26,149.9976354,191.9482829,,4.600078262,24.29879448,1.179995231,,54.80093234,15.99566536,39.40061891,24.29811402,28.80223334,1.390023649,,0.079801358,0.801163692,,-3.305209801,0.198099221,-4.345979734,0.085845556,-3.139059029,0.201911503,149.98,21.00,191.93,27.75,,24.06,54.71,15.55,35.45,24.21,48.12,109.43,31.10,140.52,46.20,198.10,59.67,200.19,-3.29,0.20,-4.35,0.09,-3.12,0.20
668,12R- W20 - r668,6.1,1,7.09,21.75,167.997666,202.3125457,,5.160097443,26.99871104,1.319997135,,58.40110285,16.79548005,45.10079283,26.09802314,32.30256519,2.040038524,,0.096101815,0.941848517,,-3.142511607,0.198152504,-4.276368943,0.085753905,-3.184852457,0.201853318,167.98,23.52,202.29,29.62,,26.73,58.30,16.29,40.67,26.00,53.46,116.61,32.59,149.19,47.87,221.44,66.67,215.87,-3.12,0.20,-4.28,0.09,-3.16,0.20
669,12R- W24 - r669,6.1,1,7.1,20.12,144.9978842,162.8421962,,8.240149846,30.19853716,1.239996442,,59.60108384,18.99487487,43.70073767,26.69795903,35.10276301,3.950071831,,0.091401662,2.133136862,,-3.200933241,0.196426172,-4.221548721,0.085592018,-3.281614803,0.203594065,144.96,20.30,162.81,25.34,,29.77,59.45,18.19,36.63,26.54,59.54,118.89,36.39,155.28,47.87,204.51,63.17,218.45,-3.16,0.20,-4.23,0.09,-3.24,0.20
670,12R- W27 - r670,6.1,1,7.09,17.52,154.9981077,84.87562132,,10.2002098,24.09889008,1.139999446,,60.00123414,28.2924337,41.00078983,31.79764498,61.20496346,23.70048749,,0.097502005,13.7033433,,-3.497323962,0.161638647,-4.317635275,0.08593077,-3.558537686,0.238543349,154.95,21.70,84.84,27.24,,23.57,59.81,27.30,32.25,31.61,47.14,119.62,54.60,174.22,63.54,202.10,63.86,238.07,-3.14,0.16,-4.33,0.09,-3.20,0.24
671,12R- W30 - r671,6.1,1,7.19,16.82,141.9977395,126.4666162,,3.090052092,20.79896489,1.129995258,,53.20089687,16.09563577,35.00054437,26.09797027,40.80315757,9.800165212,,0.079701344,5.302625719,,-3.261133383,0.192282692,-4.425162385,0.086000375,-3.468393879,0.207765438,141.98,19.88,126.45,23.96,,20.64,53.14,15.79,32.35,26.04,41.28,106.29,31.59,137.88,48.30,183.26,58.39,196.26,-3.13,0.19,-4.43,0.09,-3.34,0.21
672,12R- W41 - r672,6.1,1,7.14,17.82,195.9982094,79.40921249,,10.10023878,20.99909738,,,55.20130503,34.09098776,37.1008287,32.49769299,72.40609429,34.9008251,,0.093602213,20.70346337,,-3.497843887,0.185804117,-4.415676056,0.086103255,-3.626083884,0.245030206,195.96,27.44,79.37,33.62,,20.48,55.01,33.11,28.43,32.31,40.95,110.02,66.22,176.24,67.64,236.91,60.74,236.98,-3.02,0.19,-4.43,0.09,-3.14,0.25
673,12R- W26 - r673,6.1,1,7.14,20.49,167.9976288,185.0220434,,9.600179165,21.89894967,1.239997034,,53.80100407,16.8954494,45.50078979,27.39791861,34.70274811,4.870090889,,0.096401799,2.562552249,,-3.163376244,0.196366065,-4.399586784,0.085991278,-3.266359582,0.203658024,167.96,23.52,184.99,29.02,,21.40,53.62,15.96,37.26,27.22,42.80,107.24,31.92,139.16,48.18,210.76,64.48,203.64,-3.11,0.20,-4.41,0.09,-3.22,0.20
683,14Hi-0705am- r683,6.1,1,9.32,27.44,212.398746,192.5255025,,6.400171991,32.99868845,3.20001862,,67.70181969,22.89402192,110.1028151,58.39604321,71.40624088,,,0.114003064,,,-0.892804601,0.168300956,-4.126974414,0.085701334,-5.383477805,0.229724047,212.37,29.74,192.50,28.24,,32.67,67.58,22.27,104.61,58.28,65.34,135.16,44.54,179.70,57.18,277.71,162.89,342.59,-0.88,0.17,-4.13,0.09,-5.37,0.23
684,14Hi-0706am- r684,6.1,1,9.34,22.09,185.2980714,169.6559509,,6.600147639,29.49869476,2.400003155,,56.00125308,13.69636193,89.9018937,48.39650277,36.80305083,,,0.079001768,,,-1.005687878,0.170025231,-4.249493819,0.085735851,-5.458001565,0.228086844,185.27,25.94,169.63,24.60,,29.16,55.88,13.05,84.24,48.27,58.31,111.75,26.11,137.86,39.77,243.58,132.51,270.37,-1.00,0.17,-4.25,0.09,-5.45,0.23
685,14Hi-0706pm- r685,6.1,1,8.85,21.76,166.8979327,161.628035,,8.900181477,23.39891815,1.699998871,,46.70095224,16.6955321,75.8014467,44.59668909,61.20495255,,,0.087001774,,,-1.572388979,0.188236999,-4.420980856,0.085952584,-4.972877671,0.211085648,166.86,23.37,161.59,23.05,,22.94,46.53,15.83,68.16,44.43,45.88,93.07,31.66,124.72,39.42,212.74,112.60,237.32,-1.57,0.19,-4.43,0.09,-4.97,0.21
686,14Hi-0707am- r686,6.1,1,8.88,18.08,158.0976236,153.8448059,,4.700083408,21.59894426,1.499995037,,42.600756,10.49716309,65.30107363,37.59710933,27.10212138,,,0.060001065,,,-1.601351633,0.189010505,-4.490902415,0.085977549,-5.024087411,0.210284526,158.08,22.13,153.83,21.81,,21.36,42.51,10.04,61.27,37.51,42.71,85.02,20.08,105.10,31.20,200.79,98.78,203.88,-1.60,0.19,-4.50,0.09,-5.02,0.21
687,14Hi-0707pm- r687,6.1,1,8.25,14.44,122.4976778,124.0521443,,7.400102273,15.29919212,1.199991319,,32.20044503,8.597642681,49.20061578,34.09724455,21.10156886,,,0.049000677,,,-2.440155052,0.197320232,-4.752258282,0.086213969,-4.486792853,0.20253613,122.47,17.15,124.02,17.42,,14.92,32.06,7.88,42.85,33.96,29.83,64.12,15.75,79.88,25.02,152.30,76.81,156.69,-2.44,0.20,-4.76,0.09,-4.49,0.20
688,14Hi-0708am- r688,6.1,1,8.48,14.07,119.0977107,118.9103107,,5.200070488,15.39918289,1.199991001,,34.00046118,8.697613038,48.40059292,32.09739765,21.5015929,,,0.051000692,,,-2.202844715,0.195445255,-4.726097254,0.086208868,-4.732922843,0.204321616,119.08,16.67,118.89,16.74,,15.13,33.90,8.19,43.94,32.00,30.26,67.80,16.38,84.19,26.96,149.34,75.94,160.13,-2.20,0.20,-4.73,0.09,-4.73,0.20
689,14Hi-0708pm- r689,6.1,1,8.02,11.47,99.29782277,102.3144888,,4.10004449,11.19937536,0.899990817,,26.60028864,7.098032763,35.90034271,25.19788889,17.2012278,,,0.041000445,,,-2.83773822,0.198380997,-4.963560416,0.086385981,-4.344986595,0.201547768,99.28,13.90,102.30,14.35,,10.99,26.52,6.70,32.38,25.12,21.97,53.05,13.40,66.44,22.23,121.26,57.50,123.95,-2.84,0.20,-4.97,0.09,-4.34,0.20
690,14Hi-0709am- r690,6.1,1,8.42,12.50,107.9977574,108.1907179,,4.900058859,12.59931201,1.199989149,,29.80035822,7.69787552,41.00043899,27.99768682,19.50141462,,,0.043000517,,,-2.358924155,0.196006508,-4.866347094,0.086331666,-4.713812516,0.203805206,107.98,15.12,108.17,15.23,,12.35,29.71,7.22,36.80,27.91,24.69,59.42,14.44,73.86,24.58,132.67,64.70,138.56,-2.36,0.20,-4.88,0.09,-4.71,0.20
691,14Hi-0709pm- r691,6.1,1,7.98,12.34,108.2977138,112.0174686,,4.00004667,11.79935152,0.999990613,,27.50032085,7.697872801,38.30039688,27.49771865,17.80128516,,,0.041000478,,,-2.82629298,0.198541259,-4.928134685,0.086367164,-4.26716161,0.201388464,108.28,15.16,112.00,15.71,,11.59,27.42,7.31,34.87,27.42,23.18,54.85,14.62,69.47,23.14,131.47,62.29,131.76,-2.83,0.20,-4.94,0.09,-4.27,0.20
692,14Hi-0710am- r692,6.1,1,8.22,14.28,128.3975469,130.3132538,,4.800065626,15.19919514,1.199991141,,31.90043614,7.997805955,42.40052436,28.99765235,20.30150636,,,0.048000656,,,-2.452836909,0.197532578,-4.758315102,0.086207879,-4.435803665,0.202326492,128.38,17.98,130.29,18.30,,14.95,31.81,7.53,38.28,28.91,29.90,63.62,15.06,78.68,24.39,158.28,67.19,145.87,-2.45,0.20,-4.77,0.09,-4.44,0.20
693,14Hi-0710pm- r693,6.1,1,7.68,14.32,114.5977696,123.2146031,,16.50021969,13.99925368,0.99999226,,30.00039944,7.697885481,38.90046718,39.39679635,19.10141049,,,0.048000639,,,-3.064599746,0.199240471,-4.819665868,0.086272578,-3.941516168,0.200723026,114.53,16.04,123.15,17.26,,13.15,29.69,6.09,24.74,39.09,26.29,59.38,12.18,71.56,22.64,140.82,63.83,135.39,-3.07,0.20,-4.85,0.09,-3.94,0.20
694,14Hi-0711am- r694,6.1,1,8.32,16.02,129.4977536,130.5776289,,14.80022837,17.59909917,1.299992689,,35.30054503,8.497683849,50.20070911,47.79621448,21.50163322,,,0.056000865,,,-2.309154003,0.19687573,-4.655007084,0.086124617,-4.533955676,0.20294873,129.43,18.13,130.52,18.35,,16.83,35.02,7.06,37.50,47.52,33.67,70.04,14.11,84.16,25.25,163.10,85.02,169.18,-2.31,0.20,-4.68,0.09,-4.53,0.20
695,14Hi-0711pm- r695,6.1,1,8.28,12.93,117.2976077,118.5519151,,3.800047052,13.99924063,0.899992195,,28.60035413,7.297988522,36.40040321,25.29791925,19.30140726,,,0.045000557,,,-2.476747959,0.197137708,-4.83867699,0.086239512,-4.535147105,0.202712565,117.28,16.42,118.54,16.66,,13.80,28.53,6.93,33.14,25.23,27.61,57.06,13.86,70.91,21.65,144.89,58.37,129.28,-2.48,0.20,-4.85,0.09,-4.53,0.20
696,14Hi-0712am- r696,6.1,1,8.33,13.19,113.4977211,114.3457249,,5.400068573,14.99919127,1.199989973,,31.5004003,7.697880809,39.1004455,30.99746027,18.40134746,,,0.04800061,,,-2.400924561,0.196780323,-4.768613678,0.08620103,-4.600410265,0.203058464,113.47,15.89,114.32,16.07,,14.72,31.40,7.17,34.47,30.90,29.44,62.80,14.34,77.14,23.85,142.91,65.36,142.51,-2.40,0.20,-4.78,0.09,-4.60,0.20
697,14Hi-0712pm- r697,6.1,1,7.92,11.89,110.1976281,114.6800515,,3.40003826,11.49936325,0.799992159,,26.50029821,6.598173955,30.60030441,23.39804909,15.30109832,,,0.042000473,,,-2.891692308,0.198745419,-4.954170464,0.086366903,-4.198586957,0.20119179,110.18,15.43,114.67,16.08,,11.32,26.44,6.27,27.68,23.33,22.65,52.87,12.53,65.41,21.38,132.83,51.02,116.42,-2.89,0.20,-4.96,0.09,-4.20,0.20
698,14Hi-0713am- r698,6.1,1,8.44,11.50,101.3978039,101.4701133,,3.800042253,12.6992952,0.899991058,,29.0003227,6.998062403,33.80033172,24.0979875,16.30116793,,,0.043000478,,,-2.37737455,0.195857517,-4.872929371,0.086300285,-4.761306736,0.203955994,101.38,14.20,101.46,14.28,,12.50,28.93,6.63,30.54,24.03,25.01,57.86,13.26,71.11,23.05,126.39,54.57,125.68,-2.38,0.20,-4.88,0.09,-4.76,0.20
699,14Hi-0713pm- r699,6.1,1,8.07,12.09,105.4977482,108.2180687,,3.500040016,11.69935428,0.799992303,,28.4003247,8.397677451,32.90033321,27.29772885,19.30138894,,,0.048000549,,,-2.732569084,0.198176878,-4.9180674,0.086371187,-4.368888368,0.201738734,105.48,14.77,108.20,15.19,,11.52,28.33,8.06,29.90,27.23,23.04,56.67,16.11,72.78,24.87,128.52,57.13,129.91,-2.73,0.20,-4.93,0.09,-4.37,0.20
700,14Hi-0714.08- r700,6.1,1,8.21,12.77,113.1976664,114.9245419,,3.200038918,13.99923754,0.899991997,,30.9003758,8.297711149,35.20038217,23.79803737,20.20146843,,,0.050000608,,,-2.529759728,0.197530349,-4.80523003,0.086246473,-4.480253503,0.202346751,113.18,15.85,114.91,16.14,,13.83,30.84,7.99,32.45,23.74,27.67,61.68,15.97,77.65,24.99,140.85,56.19,133.85,-2.53,0.20,-4.81,0.09,-4.48,0.20
701,14Hi-0714.10- r701,6.1,1,8.21,13.18,121.8975451,123.8028833,,2.700034124,13.89924961,0.999991584,,31.60039937,7.897825218,35.20039894,24.09802411,18.1013244,,,0.050000632,,,-2.488141003,0.197597113,-4.7993003,0.086262467,-4.448014269,0.202271055,121.89,17.07,123.79,17.38,,13.76,31.55,7.64,32.88,24.05,27.52,63.10,15.27,78.37,25.42,149.41,56.93,135.30,-2.49,0.20,-4.80,0.09,-4.45,0.20
702,14Hi-0714.12- r702,6.1,1,8.06,12.63,112.397659,115.419033,,2.60003107,13.29927285,0.899991806,,30.0003585,7.797847379,34.50036725,24.09800752,19.70142791,,,0.051000609,,,-2.69363355,0.198244394,-4.839457172,0.086280867,-4.331753334,0.201668497,112.39,15.74,115.41,16.19,,13.16,29.95,7.54,32.27,24.05,26.33,59.90,15.09,74.99,24.33,138.72,56.32,131.31,-2.69,0.20,-4.84,0.09,-4.33,0.20
703,14Hi-0714.14- r703,6.1,1,7.93,12.26,109.4976788,113.8352068,,2.700031264,12.99928443,0.899991472,,30.20034969,7.397955028,33.10034008,22.79810655,16.90121869,,,0.049000567,,,-2.830735835,0.198702907,-4.845877265,0.086292718,-4.212073985,0.201233907,109.49,15.33,113.82,15.96,,12.86,30.15,7.14,30.78,22.75,25.72,60.30,14.27,74.57,24.42,135.21,53.53,128.10,-2.83,0.20,-4.85,0.09,-4.21,0.20
704,14Hi-0714.16- r704,6.1,1,7.94,12.36,106.5977386,110.6792754,,3.100035846,12.49931175,0.799992407,,31.20036078,8.49765091,33.90034776,22.69811449,21.00151402,,,0.050000578,,,-2.818568983,0.198627834,-4.849140522,0.086330543,-4.233939747,0.201309315,106.58,14.92,110.67,15.52,,12.34,31.14,8.20,31.24,22.64,24.68,62.28,16.39,78.68,27.00,131.26,53.88,132.56,-2.82,0.20,-4.85,0.09,-4.23,0.20
705,14Hi-0714.18- r705,6.1,1,7.98,11.57,101.3977853,104.8725442,,3.400037183,11.89933733,0.799991905,,30.20033027,7.497922571,32.10030916,21.59819231,16.90120782,,,0.046000503,,,-2.813821717,0.198525033,-4.883249714,0.086352149,-4.295713976,0.201408957,101.38,14.20,104.86,14.71,,11.72,30.14,7.17,29.18,21.53,23.45,60.27,14.33,74.61,25.58,124.83,50.72,125.32,-2.81,0.20,-4.89,0.09,-4.30,0.20
706,14Hi-0714.20- r706,6.1,1,8,11.41,99.79780783,103.0226053,,3.400036758,11.79934142,0.69999283,,29.90032326,7.397949346,31.90030325,22.09814771,16.30116291,,,0.044000476,,,-2.805050018,0.198458886,-4.890985552,0.08635542,-4.322731424,0.201472986,99.78,13.97,103.01,14.45,,11.62,29.84,7.07,28.98,22.03,23.25,59.67,14.13,73.81,25.28,123.03,51.02,124.82,-2.81,0.20,-4.90,0.09,-4.32,0.20
707,14Hi-0714.22- r707,6.1,1,8.03,11.81,105.0977318,108.2028813,,2.800031348,12.09932933,0.799992113,,31.10034819,7.697869171,32.1003175,21.19823129,17.20123373,,,0.048000537,,,-2.736241727,0.198359589,-4.863912615,0.086346899,-4.330569127,0.201563954,105.09,14.71,108.19,15.18,,11.95,31.05,7.43,29.70,21.15,23.91,62.10,14.85,76.95,26.52,128.99,50.84,127.79,-2.74,0.20,-4.87,0.09,-4.33,0.20
708,14Hi-0715.00- r708,6.1,1,8.02,12.93,116.3976139,119.9583687,,4.400054024,12.59931525,0.899992101,,33.800415,8.397684549,34.00037309,23.69804837,17.90130332,,,0.052000638,,,-2.667074162,0.198419058,-4.812661883,0.086345846,-4.276373978,0.20149914,116.38,16.30,119.94,16.82,,12.37,33.72,7.97,30.22,23.62,24.74,67.43,15.94,83.37,29.32,141.12,53.84,137.21,-2.67,0.20,-4.82,0.09,-4.28,0.20
709,14Hi-0714.02- r709,6.1,1,8.12,12.51,108.397738,110.769036,,3.900046448,12.8992942,0.799992684,,36.10042994,8.797571047,34.4003648,23.19808099,18.40133294,,,0.054000643,,,-2.570508279,0.197979259,-4.774248202,0.086330539,-4.408265133,0.201925038,108.38,15.18,110.75,15.55,,12.70,36.03,8.42,31.05,23.13,25.40,72.05,16.84,88.89,31.75,133.78,54.18,143.07,-2.57,0.20,-4.78,0.09,-4.41,0.20
710,14Hi-0714.04- r710,6.1,1,8.25,12.72,112.0976924,113.5159928,,5.200063399,13.39927074,0.79999291,,33.90041362,8.397683901,35.20038323,24.29799687,18.10131632,,,0.05000061,,,-2.454659957,0.197318962,-4.784925966,0.086296944,-4.525037729,0.202548224,112.08,15.69,113.50,15.94,,13.13,33.80,7.89,30.74,24.20,26.26,67.60,15.78,83.39,28.56,138.34,54.94,138.33,-2.45,0.20,-4.79,0.09,-4.52,0.20
711,14Hi-0714.06- r711,6.1,1,8.24,13.50,118.49765,120.0875645,,7.500097091,13.79925925,0.899992702,,34.8004505,8.497662654,37.10043186,27.79772929,18.90138874,,,0.052000673,,,-2.429856949,0.197392869,-4.762170975,0.086290197,-4.490922697,0.202470713,118.47,16.59,120.06,16.86,,13.41,34.66,7.77,30.67,27.66,26.82,69.32,15.54,84.85,29.02,145.29,58.32,143.18,-2.43,0.20,-4.77,0.09,-4.49,0.20
712,14Hi-0715am- r712,6.1,1,8.25,13.69,111.4977938,112.8590717,,5.900076642,15.19918487,0.999991936,,38.80050428,9.397415651,39.4004604,28.39768156,23.60173514,,,0.063000819,,,-2.402046635,0.197220403,-4.674171893,0.086223474,-4.528318874,0.202649331,111.47,15.61,112.84,15.86,,14.89,38.69,8.82,34.34,28.29,29.79,77.38,17.65,95.02,32.62,141.26,62.63,157.65,-2.40,0.20,-4.68,0.09,-4.53,0.20
